PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
051336,01-OCT-22,30-SEP-23,As Submitted,MEE MEMORIAL HOSPITAL                   ,300 CANAL ST.                           ,,KING CITY                               ,CA                                      ,93930-                                  ,MONTEREY                                ,,,,,,,,,,13,4745,1383,120,2495,,214.25,,102,44,442,143,,,,,,
051338,01-JAN-23,31-DEC-23,As Submitted,COALINGA REGIONAL MEDICAL CENTER        ,1191 PHELPS AVENUE                      ,,COALINGA                                ,CA                                      ,93210-                                  ,FRESNO                                  ,,,,,,,,,,22,8030,3027,378,5450,,119.37,,74,119,362,,,,,,,
052047,01-JAN-23,31-DEC-23,As Submitted,NORTHERN CALIFORNIA REHAB HOSPITAL      ,2801 EUREKA WAY                         ,,REDDING                                 ,CA                                      ,96001                                   ,SHASTA                                  ,,,,,,,,,,56,20440,6159,,16972,,178,,249,,538,234,,,,,,
052055,01-JAN-23,31-DEC-23,As Submitted,CENTRAL VALLEY SPECIALTY HOSPITAL       ,730 17TH STREET                         ,,MODESTO                                 ,CA                                      ,95354-1209                              ,STANISLAUS                              ,,,,,,,,,,96,35040,6363,,30699,,297.82,,247,,587,,,,,,,
053031,01-JAN-23,31-DEC-23,As Submitted,ENCOMPASS HEALTH REHABILITATION HOSP    ,5001 COMMERCE DRIVE                     ,,BAKERSFIELD                             ,CA                                      ,93303                                   ,KERN                                    ,,,,,,,,,,86,31390,11931,1217,22865,,235.71,,935,99,1827,261,,,,,,
053032,01-JAN-23,31-DEC-23,As Submitted,SAN JOAQUIN VALLEY REHAB HOSPITAL       ,7173 N. SHARON AVENUE                   ,,FRESNO                                  ,CA                                      ,93720                                   ,FRESNO                                  ,,,,,,,,,,62,22630,10498,461,18816,,274.5,,849,30,1512,261,,,,,,
053034,01-JAN-23,31-DEC-23,As Submitted,ENCOMPASS HEALTH REHABILITATION HOSP    ,15120 KENSINGTON PARK DRIVE             ,,TUSTIN                                  ,CA                                      ,92782                                   ,ORANGE                                  ,,,,,,,,,,65,23725,9575,,20618,,206.05,,762,,1610,170,,,,,,
053038,01-JAN-23,31-DEC-23,Settled,TOTALLY KIDS REHABILITATION HOSPITAL    ,1720 MOUNTAIN VIEW AVE                  ,,LOMA LINDA                              ,CA                                      ,92354-1727                              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053039,01-JAN-23,31-DEC-23,As Submitted,CALIFORNIA REHABILITATION INSTITUTE     ,2070 CENTURY PARK EAST                  ,,LOS ANGELES                             ,CA                                      ,90067                                   ,LOS ANGELES                             ,,,,,,,,,,138,50370,28870,,47739,,520.25,,2202,,3349,2,,,,,,
053040,01-OCT-22,30-SEP-23,As Submitted,ENCOMPASS HEALTH REHABILITATION HOSP    ,1303 MABLE AVENUE                       ,,MODESTO                                 ,CA                                      ,95355                                   ,,,,,,,,,,,50,18250,7420,423,13756,,143.19,,602,32,1080,190,,,,,,
053041,01-JAN-23,31-DEC-23,As Submitted,REHABILITATION HOSPITAL OF SOUTHERN     ,70077 RAMON ROAD                        ,,RANCHO MIRAGE                           ,CA                                      ,92270-5201                              ,RIVERSIDE                               ,,,,,,,,,,50,18250,7049,43,10259,,104.38,,562,2,770,50,,,,,,
053043,01-JAN-23,31-DEC-23,As Submitted,PALOMAR HEALTH REHABILITATION INSTIT    ,2181 CITRICADO PARKWAY                  ,,ESCONDIDO                               ,CA                                      ,92029                                   ,SAN DIEGO                               ,,,,,,,,,,52,18980,5904,307,11540,,98.4,,540,23,994,15,,,,,,
053045,25-MAR-23,30-APR-23,Settled,SACRAMENTO REHABILITATION HOSPITAL L    ,10 ADVANTAGE COURT                      ,,SACRAMENTO                              ,CA                                      ,95834-2123                              ,SACRAMENTO                              ,,,,,,,,,,50,1850,226,,490,,82.9,,19,,26,2,,,,,,
053046,24-APR-23,31-DEC-23,As Submitted,SACRAMENTO SIERRA REHAB HOSPITAL        ,4875 BROADWAY                           ,,SACRAMENTO                              ,CA                                      ,95820                                   ,SACRAMENTO                              ,,,,,,,,,,52,13104,1686,20,2873,,33,,140,2,222,12,,,,,,
053300,01-OCT-22,30-SEP-23,As Submitted,VALLEY CHILDRENS HOSPITAL               ,9300 VALLEY CHILDRENS PLACE             ,,MADERA                                  ,CA                                      ,93636                                   ,MADERA                                  ,,,,,,,,,144,358,130670,10,32689,66521,53.63,2594.03,,2,3616,9960,3682,,,,,,
054053,01-JAN-23,31-DEC-23,As Submitted,DEL AMO HOSPITAL                        ,23700 CAMINO DEL SOL                    ,,TORRANCE                                ,CA                                      ,90503                                   ,,,,,,,,,,,166,60590,6511,21371,51002,,307.8,,525,3339,7158,459,,,,,,
054055,01-JAN-23,31-DEC-23,As Submitted,COLLEGE HOSPITAL  INC                   ,18082 COLLEGE PLACE                     ,,CERRITOS                                ,CA                                      ,90703                                   ,LOS ANGELES                             ,,,,,,,,,,187,68255,5758,6659,64209,,663.91,,318,653,3521,,,,,,,
054069,01-JAN-23,31-DEC-23,As Submitted,AURORA CHARTER OAK BHS                  ,1161 E COVINA BLVD                      ,,COVINA                                  ,CA                                      ,91724-1523                              ,LOS ANGELES                             ,,,,,,,,,,134,48910,3878,5508,48910,,348.08,,380,859,6654,,,,,,,
054074,01-JAN-23,31-DEC-23,As Submitted,ADVENTIST HEALTH VALLEJO                ,525 OREGON STREET                       ,,VALLEJO                                 ,CA                                      ,95490                                   ,SOLANO                                  ,,,,,,,,,,61,22265,3613,4381,18528,,141.62,,264,602,2082,2,,,,,,
054075,01-JAN-23,31-DEC-23,As Submitted,ALVARADO PARKWAY INSTITUTE              ,7050 PARKWAY DRIVE                      ,,LA MESA                                 ,CA                                      ,91942-                                  ,SAN DIEGO                               ,,,,,,,,,,66,24090,3949,,22149,,291.97,,251,,2088,,,,,,,
054077,01-JAN-23,31-DEC-23,As Submitted,AURORA VISTA DEL MAR BHS                ,801 SENECA AVENUE                       ,,VENTURA                                 ,CA                                      ,93001                                   ,VENTURA                                 ,,,,,,,,,,87,31755,1480,2737,12690,,121.96,,171,392,1958,,,,,,,
054078,01-JAN-23,31-DEC-23,As Submitted,AURORA LAS ENCINAS BHS                  ,2900 EAST DEL MAR BLVD                  ,,PASADENA                                ,CA                                      ,91107                                   ,LOS ANGELES                             ,,,,,,,,,,96,35040,2178,283,34438,,538.02,,219,46,2769,,,,,,,
054087,01-JAN-23,31-DEC-23,As Submitted,SIERRA VISTA HOSPITAL                   ,8001 BRUCEVILLE ROAD                    ,,SACRAMENTO                              ,CA                                      ,95823                                   ,,,,,,,,,,,171,62415,4739,22236,58528,,329.4,,333,1611,5029,,,,,,,
054095,01-JAN-23,31-DEC-23,As Submitted,AURORA SAN DIEGO BEHAVIORAL             ,11878 AVENUE OF INDUSTRY                ,,SAN DIEGO                               ,CA                                      ,92128-3423                              ,SAN DEIGO                               ,,,,,,,,,,101,36865,899,1408,29502,,229.77,,68,168,2451,,,,,,,
054096,01-JAN-23,31-DEC-23,As Submitted,SUTTER CENTER FOR PSYCHIATRY            ,7700 FOLSOM BLVD                        ,,SACRAMENTO                              ,CA                                      ,95826-                                  ,SACRAMENTO                              ,,,,,,,,,,73,26645,2221,3746,19805,,206.68,,181,684,2679,,,,,,,
054130,01-JAN-23,31-DEC-23,As Submitted,PACIFIC GROVE HOSPITAL                  ,PACI                                    ,,RIVERSIDE                               ,CA                                      ,92506                                   ,RIVERSIDE                               ,,,,,,,,,2454,68,24820,2425,1322,22701,.67,205.82,,228,194,2900,,,,,,,
054131,01-JAN-23,31-DEC-23,As Submitted,JOHN MUIR BEHAVIORAL HEALTH             ,2740 GRANT STREET                       ,,CONCORD                                 ,CA                                      ,94520                                   ,CONTRA COSTA                            ,,,,,,,,,,73,26645,2249,5655,19733,,185.63,,279,908,3132,,,,,,,
054145,01-OCT-22,30-SEP-23,As Submitted,SHARP MESA VISTA HOSPITAL               ,7850 VISTA HILL AVE                     ,,SAN DIEGO                               ,CA                                      ,92123                                   ,SAN DIEGO                               ,,,,,,,,,,159,58035,5665,1828,33992,,500.83,,402,266,3908,6,,,,,,
054148,01-JAN-23,31-DEC-23,As Submitted,PSYCHIATRIC                             ,18646 OXNARD ST                         ,,TARZANA                                 ,CA                                      ,91356                                   ,LOS ANGELES                             ,,,,,,,,,,3,1095,989,,989,,1320,,173,,173,,,,,,,
054151,01-JAN-23,31-DEC-23,As Submitted,AURORA SANTA ROSA BEHAVIORAL HEALTH     ,1287 FULTON ROAD                        ,,SANTA ROSA                              ,CA                                      ,95401                                   ,SONOMA                                  ,,,,,,,,,,144,52560,4607,7257,33262,,237.31,,345,862,3296,,,,,,,
054153,01-JAN-23,31-DEC-23,As Submitted,OCEAN VIEW PSYCHIATRIC FACILITY         ,2600 REDONDO AVENUE                     ,,LONG BEACH                              ,CA                                      ,90806                                   ,LOS ANGELES                             ,,,,,,,,,,39,14235,5441,,10059,,102.93,,370,,912,,,,,,,
054154,01-JAN-23,31-DEC-23,As Submitted,SAN JOSE BEHAVIORAL HEALTH              ,455 SILICON VALLEY BLVD                 ,,SANN JOSE                               ,CA                                      ,95138-1858                              ,,,,,,,,,,,133,48545,2382,1258,31838,,213.29,,200,170,3306,,,,,,,
054155,01-JAN-23,31-DEC-23,As Submitted,BAKERSFIELD BEHAVIORAL HEALTHCARE HO    ,5201 WHITE LN                           ,,BAKERSFIELD                             ,CA                                      ,93309                                   ,KERN                                    ,,,,,,,,,,90,32850,1279,6941,22746,,210.75,,145,1012,2694,,,,,,,
054156,01-JAN-23,31-DEC-23,As Submitted,MOTION PICTURE AND TELEVISION FUND      ,23388 MULHOLLAND DRIVE                  ,,WOODLAND HILLS                          ,CA                                      ,91364                                   ,LOS ANGELES                             ,,,,,,,,,,12,4380,491,,3789,,343.5,,28,,163,,,,,,,
054157,01-JAN-23,31-DEC-23,As Submitted,GLENDORA HOSPITAL                       ,150 WEST ROUTE 66                       ,,GLENDORA                                ,CA                                      ,91740                                   ,LOS ANGELES                             ,,,,,,,,,,63,22995,8407,22,21989,,165.47,,565,,1538,,,,,,,
054158,01-JAN-23,31-DEC-23,As Submitted,ALISO RIDGE BEHAVIORAL HEALTH           ,200 FREEDOM LANE                        ,,ALISO VIEJO                             ,CA                                      ,92656                                   ,ORANGE                                  ,,,,,,,,,,119,43435,1345,8007,31811,,230.13,,82,1025,3287,,,,,,,
054159,01-JAN-23,31-DEC-23,As Submitted,SACRAMENTO BEHAVIORAL HEALTHCARE        ,1400 EXPO PKWY                          ,,SACRAMENTO                              ,CA                                      ,95815                                   ,SACRAMENTO                              ,,,,,,,,,,117,42705,1164,1481,35200,,250.01,,96,219,1417,,,,,,,
060001,01-JAN-23,31-DEC-23,As Submitted,NORTH COLORADO MEDICAL CENTER           ,1801 16TH STREET                        ,,GREELEY                                 ,CO                                      ,80631                                   ,WELD                                    ,1557226,,,1308310,,,.2714,1122946,892099,182,66430,7395,15997,39497,53.39,946.4,,1381,2850,8204,,,,,,,
